author_date_unix_timestamp,fix,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1489695076.000000,1,1,1,1,0,1,1,107,131,1.155961,3,57133,1.865081,56908,1,25.04787
1489696332.000000,1,1,1,1,0,3,3,235,134,0.103322,14,1200,10.678503,1171,0,0
1489696890.000000,0,1,3,7,2.45195,111,22,241,131,76.714044,18,372,1.004199,367,0,0
1489697302.000000,0,1,1,1,0,0,1,69,132,0.098935,3,1979,11.107628,1205,0,0
1489697894.000000,0,1,1,1,0,1,1,1,101,47.965417,48,376,1.020848,368,0,0
1489697937.000000,0,1,1,1,0,1,0,213,126,29.003113,8,57134,1.034479,56909,0,0
1489699958.000000,0,1,1,6,2.02078,151,10,601.5,126,6.34104,110,179.5,1.116605,179,1,92.035463
1489701229.000000,0,1,3,8,1.767199,0,3736,936.75,136,142.097433,533,1435.5,1.130013,1373,0,0
1489701712.000000,0,1,1,4,1.805037,10,6,111.75,132,4.25202,12,1981.5,1.076086,1209,0,0
1489701894.000000,0,1,1,1,0,2,4,403,134,2.946956,5,85,1.339333,85,0,0
1489703152.000000,1,1,2,3,1.584963,3,3,88.666667,134,32.92191,113,57136,1.010221,56912,1,84.799606
1489704555.000000,1,1,4,4,1.465501,224,22,289.5,94,26.092381,18,57139.5,1.016684,56916,0,0
1489704675.000000,0,1,1,1,0,133,20,27856,126,0.898113,54,57142,2.113445,56917,0,0
1489705524.000000,0,1,3,6,2.172936,120,7,593.333333,129,48.678017,161,95.5,1.007554,98,1,64.223102
1489705710.000000,0,1,1,1,0,46,21,986,134,7.763924,13,15,1.128801,14,1,19.918322
1489706712.000000,0,1,1,3,1.419556,34,5,637.333333,126,26.798314,36,57144,1.305263,56920,0,0
1489707311.000000,1,1,1,1,0,1,1,1215,126,14.031227,13,57146,1.07127,56921,0,0
1489708703.000000,0,1,1,1,0,12,3,86,132,0.690069,3,1984,2.44913,1210,0,0
1489709502.000000,0,1,1,1,0,38,0,0,1,0,0,588,0,548,1,131.062477
1489713555.000000,1,1,2,5,0.77535,98,6,408.4,135,20.371773,89,57149,1.722762,56926,1,133.826481
1489714524.000000,0,1,1,2,0.672295,14,3,73,132,0.148287,4,1985.5,6.057758,1212,0,0
1489717484.000000,0,1,3,4,1.007481,114,21,167,124,37.84908,17,1661.5,1.006674,1645,1,46.405313
1489733029.000000,0,1,3,5,1.901341,82,21,692.8,127,24.221308,54,1666,1.343506,1650,1,33.468495
1489750565.000000,0,1,2,2,0.918296,1,2,1185.5,126,32.334867,15,57152.5,1.029588,56928,0,0
1489759728.000000,1,1,1,1,0,1,1,341,127,27.543738,36,0,0,0,0,0
1489760281.000000,0,1,1,1,0,6,2,3605,137,1.725116,1,57154,1.579671,56929,1,18.398056
1489765397.000000,0,1,1,2,0.216397,28,1,739,137,1.071777,31,356.5,1.840536,357,1,3.091794
1489768039.000000,0,1,2,2,0.55974,107,0,1782.5,136,0.386632,361,358.5,2.29322,359,0,0
1489769414.000000,0,1,1,1,0,7,0,640,121,44.66669,4,57155,1.022388,56930,0,0
1489769569.000000,1,1,1,1,0,1,1,3359,126,6.971424,89,57156,1.143443,56931,0,0
1489769643.000000,0,1,1,1,0,3,0,446,131,13.777627,17,57157,1.072581,56932,0,0
1489770584.000000,0,1,1,2,0.918296,0,6,1739.5,131,6.721285,99,65.5,1.111586,66,0,0
1489772669.000000,0,1,2,4,1.443121,176,51,289,131,93.305113,53,57159.5,1.004219,56936,1,301.13037
1489773714.000000,0,1,1,6,2.079628,20,5,707.166667,128,1.735856,108,5.5,1.235235,8,1,173.53544
1489774037.000000,0,1,6,9,3.161063,0,74,559.555556,131,23.408818,81,1230,1.045453,1211,0,0
1489774234.000000,0,1,3,4,1.807328,126,3,200.25,134,38.668174,19,546.5,1.045622,544,1,85.957627
1489774288.000000,0,1,1,1,0,4,1,612,134,6.743461,14,57162,1.148292,56937,0,0
1489774863.000000,0,1,1,1,0,28,10,495,134,3.625278,22,57163,1.275841,56938,0,0
1489775366.000000,0,1,1,1,0,7,0,1071,134,3.6311,63,589,1.275399,549,0,0
1489777215.000000,1,1,1,1,0,1,1,96,127,21.01059,11,4,1.047595,4,0,0
1489778820.000000,0,1,1,3,1.568386,225,157,294,129,7.118889,9,184,1.085844,185,1,7.127442
1489779598.000000,0,1,1,4,1.406219,86,28,117.75,127,8.590747,66,57165.5,1.052989,56942,0,0
1489781151.000000,1,1,1,1,0,2,0,959,126,0.861563,19,57168,2.160682,56943,0,0
1489781873.000000,0,1,1,5,2.248247,82,29,195.2,131,15.84056,52,95,1.019353,97,0,0
1489782752.000000,0,1,1,1,0,7,4,559,127,0.575498,3,57169,2.737626,56944,1,40.108727
1489782842.000000,0,1,1,1,0,8,3,191,121,31.918958,24,57170,1.031329,56945,0,0
1489783714.000000,0,1,1,2,0.097941,76,3,997,137,0.872106,32,360.5,1.612988,361,1,2.879792
1489787170.000000,1,1,1,2,1,14,2,1522,126,1.009398,81,183.5,1.743017,181,1,411.928912
1489787546.000000,0,1,1,1,0,3,1,810,127,2.948808,8,86,1.33912,86,0,0
1489787792.000000,0,1,9,19,3.722866,320,65,300.105263,138,7.930216,584,1996,1.010645,1231,1,63.270926
1489788080.000000,0,1,1,2,0.89332,78,80,2264,131,0.188391,126,57171.5,4.660773,56947,0,0
1489788199.000000,0,1,2,5,2.203803,37,36,520.2,131,42.251127,115,76,1.169066,78,1,7.884769
1489788638.000000,0,1,1,1,0,3,4,2284,134,1.26706,129,52,1.789228,52,0,0
1489789045.000000,0,1,1,2,0.959687,34,0,375.5,121,22.929612,13,57173.5,1.13893,56949,0,0
1489790598.000000,1,1,1,1,0,5,5,173,1,97.944838,3,266,1.01021,266,0,0
1489790598.000000,0,1,2,2,0.591673,10,4,491,134,12.830747,18,1201.5,1.171109,1173,0,0
1489790757.000000,0,1,1,1,0,4,0,394,124,37.222778,36,5,1.026865,5,0,0
1489791021.000000,0,1,1,4,1.934444,152,26,1502,131,4.513808,224,57176.5,1.070534,56953,1,5.023275
1489791795.000000,0,1,1,2,0.842936,77,30,1120,136,1.986817,55,185.5,10.46637,183,1,431.996678
1489793082.000000,0,1,1,5,1.644184,270,206,88,138,1.861396,9,2008,5.964279,1236,1,21.069259
1489794476.000000,0,1,1,1,0,15,2,464,128,3.040822,14,57179,1.328858,56954,0,0
1489794510.000000,0,1,1,1,0,14,9,178,94,43.05022,3,57180,1.023229,56955,0,0
1489794779.000000,0,1,1,1,0,11,6,202,131,1.132975,2,377,1.882632,369,0,0
1489797235.000000,0,1,2,6,0.753615,208,26,53.166667,95,31.036208,7,57183.5,1.028315,56961,0,0
1489798007.000000,0,1,1,1,0,4,6,648,131,9.202384,10,57187,1.108667,56962,0,0
1489798313.000000,0,1,1,1,0,3,1,469,136,3.722465,10,242,1.268639,242,0,0
1489802218.000000,1,1,2,2,0.994242,88,24,1354.5,124,20.236487,53,1669.5,1.026097,1652,0,0
1489802610.000000,0,1,2,3,1.148835,21,7,356.333333,127,6.700309,38,199,1.057402,200,0,0
1489804493.000000,0,1,1,1,0,5,3,2283,134,0.183507,130,53,6.449385,53,1,582.184259
1489826642.000000,0,1,1,1,0,1,0,64,131,9.40397,25,590,1.106338,550,0,0
1489842764.000000,1,1,1,1,0,6,6,137,132,10.66956,23,10,1.093725,10,0,0
1489874313.000000,0,1,1,1,0,6,1,2273,135,4.979572,25,1203,1.20082,1174,0,0
1489938450.000000,0,1,1,1,0,17,15,176,72,204.943009,7,23,1.004879,23,1,17.224572
1489942594.000000,0,1,3,4,1.196251,108,24,94.75,127,53.564517,13,41.5,1.007972,43,1,180.404063
1489957819.000000,0,1,1,1,0,0,24,1230,134,8.830394,11,0,0,0,0,0
1489958116.000000,0,1,1,3,1,0,2,433.333333,134,99.298202,20,2,1.075686,3,0,0
1489958832.000000,0,1,2,2,0,0,4,441,134,148.953872,20,4.5,1.057562,5,0,0
1489963620.000000,1,1,1,1,0,3,3,1386,129,3.935463,81,0,0,0,0,0
1490011704.000000,1,1,1,2,0.997875,68,61,580,131,18.42294,40,275.5,1.04071,276,1,142.16022
1490014383.000000,1,1,3,5,2.026064,80,29,266.4,116,245.301331,19,57190,1.001649,56967,0,0
1490025444.000000,0,1,1,2,0.940286,11,3,967.5,127,16.197269,57,57193.5,1.054381,56969,0,0
1490025476.000000,1,1,1,2,0.934068,36,4,2213,135,4.239358,47,57195.5,1.344755,56971,0,0
1490026868.000000,0,1,1,2,0.084996,1,93,70,131,12.434468,4,300.5,1.060316,301,0,0
1490029896.000000,0,1,1,1,0,17,4,255,127,24.819595,11,57197,1.040291,56972,1,100.038981
1490030924.000000,0,1,2,2,0.930586,3,23,1029,134,14.160955,149,69.5,1.069326,70,0,0
1490031980.000000,0,1,1,2,0.984496,164,0,85,132,4.985995,2,580.5,1.150421,581,0,0
1490032528.000000,1,1,3,8,2.747833,103,100,277.5,137,2.890341,47,1238.5,1.107164,1219,0,0
1490033099.000000,0,1,6,12,2.852045,41,6,382.166667,138,12.1943,563,2016.5,1.019227,1248,1,16.129097
1490033357.000000,0,1,1,1,0,2,2,2296,135,0.091215,27,1204,11.963076,1175,0,0
1490033909.000000,1,1,1,1,0,1,1,1104,124,2.681609,19,57198,1.37291,56973,0,0
1490034462.000000,0,1,6,10,1.607397,114,27,91.6,119,26.873177,66,271.5,1.006321,276,0,0
1490034560.000000,0,1,1,1,0,5,4,474,126,10.038449,17,57199,1.099617,56974,0,0
1490035039.000000,0,1,1,3,1.441952,0,133,233,121,48.112153,6,230,1.013251,231,0,0
1490035946.000000,0,1,1,2,0.225364,26,29,153,138,3.370301,13,98.5,1.203428,99,1,37.178241
1490037619.000000,0,1,1,2,0.650022,7,5,214,131,3.055069,24,57200.5,1.164877,56976,0,0
1490037619.000000,0,1,1,2,0.650022,7,5,215,131,0,26,57211.5,0,56987,0,0
1490039438.000000,0,1,1,1,0,73,35,996,128,12.035868,1,54,1.083085,54,1,269.19816
1490039438.000000,0,1,1,1,0,73,35,1034,128,0,2,55,0,55,0,0
1490039807.000000,0,1,1,1,0,1,0,134,127,3.011678,29,57202,1.332041,56977,0,0
1490039807.000000,0,1,1,1,0,1,0,135,127,0,30,57213,0,56988,0,0
1490040063.000000,1,1,2,4,1.184553,139,78,1656.5,135,21.168342,186,72.5,1.023676,74,1,161.001215
1490040063.000000,1,1,2,4,1.184553,139,78,1671.75,135,0,190,76.5,0,78,0,0
1490040265.000000,0,1,1,1,0,4,1,8,138,0.08294,1,57203,13.056936,56978,0,0
1490040265.000000,0,1,1,1,0,4,1,11,138,0,2,57214,0,56989,0,0
1490040665.000000,1,1,4,9,2.586724,594,23,489.888889,134,16.424378,79,1209,1.040913,1184,1,21.047998
1490040665.000000,1,1,4,9,2.586724,594,23,559.666667,137,-0.010941,92,1226,-17.540824,1201,0,0
1490042792.000000,1,1,4,8,2.727127,185,48,964.875,137,5.632007,126,1217.5,1.090729,1192,1,39.819144
1490042792.000000,1,1,4,8,2.727127,185,48,1016.625,137,0.012309,138,1234.5,17.800247,1209,0,0
1490042895.000000,0,1,2,2,0.918296,77,1,24801.5,134,6.725231,420,57204.5,1.11152,56980,0,0
1490042895.000000,0,1,2,2,0.918296,77,1,24839.5,134,0,422,57215.5,0,56991,0,0
1490043269.000000,0,1,1,2,0.940286,3,11,971.5,127,0.206308,59,57206.5,4.635344,56982,0,0
1490043269.000000,0,1,1,2,0.940286,3,11,967.5,127,0,61,57217.5,0,56993,0,0
1490043844.000000,1,1,1,1,0,1,1,284,121,23.956713,10,57208,1.041742,56983,0,0
1490043844.000000,1,1,1,1,0,1,1,284,121,0,11,57219,0,56994,0,0
1490047228.000000,0,1,2,2,0.676942,19,9,235.5,136,43.755637,4,57209.5,1.078425,56985,0,0
1490047228.000000,0,1,2,2,0.676942,19,9,240.5,136,0,6,57220.5,0,56996,0,0
1490049234.000000,1,1,1,1,0,2,2,199,118,5.221088,5,87,1.191531,87,1,3.036863
1490049234.000000,1,1,1,1,0,2,2,199,118,0,6,88,0,88,0,0
1490050680.000000,0,1,3,8,1.767199,3736,0,471.5,136,3.947914,542,1443.5,1.094659,1381,0,0
1490052228.000000,0,1,1,1,0,2,0,635,135,4.202836,56,57222,1.237935,56997,0,0
1490052228.000000,0,1,1,1,0,2,0,637,143,-15.032176,59,58042,0.933476,57793,0,0
1490054372.000000,0,1,4,6,2.340479,17,26,329.166667,131,17.300457,24,380.5,1.038482,375,1,14.832731
1490054588.000000,0,1,1,2,0.887418,51,8,1200.5,136,5.103333,226,362.5,1.146963,363,1,1.831042
1490054626.000000,0,1,1,4,1.896349,80,121,765.75,127,6.411412,78,10.5,3.916972,12,0,0
1490055133.000000,0,1,1,2,0.419921,174,14,23,118,27.964491,4,549.5,0.50894,546,1,3.831806
1490055133.000000,0,1,1,2,0.419921,174,14,103,118,0,6,551.5,0,548,1,3.831806
1490055926.000000,0,1,1,1,0,1,2,204,128,21.149178,1,89,1.047283,89,0,0
1490056892.000000,1,1,1,4,1.295667,107,28,291.75,134,37.357894,61,1672.5,1.019264,1656,1,1.967743
1490057060.000000,0,1,2,2,0.282905,114,69,309,131,75.734682,7,384.5,1.123244,377,0,0
1490060804.000000,0,1,1,2,0.808745,141,16,750.5,134,11.45816,33,1.5,1.063928,2,1,15.808438
1490067149.000000,0,1,6,18,3.362545,495,535,227.444444,137,44.443509,308,394.5,1.043708,395,1,20.564502
1490068750.000000,1,1,2,2,0.983939,43,4,830.5,129,6.290822,93,1239.5,1.45066,1211,0,0
1490072823.000000,0,1,2,3,1.326839,207,0,23,131,3.696192,1,278,1.090183,279,0,0
1490106760.000000,1,1,1,1,0,9,0,666,134,5.627859,7,57223,1.177687,56998,0,0
1490115947.000000,0,1,2,2,0.99403,5,6,704,134,7.838709,96,57224.5,1.133687,57000,0,0
1490117578.000000,0,1,3,4,1.453553,180,0,318.75,128,3.880486,33,57227.5,1.173574,57004,1,8.973924
1490119485.000000,1,1,1,1,0,1,1,1397,136,0.751123,150,0,0,0,0,0
1490119940.000000,0,1,1,1,0,1,1,1,101,4.884792,49,404,1.204717,396,0,0
1490120263.000000,0,1,1,1,0,12,1,90,119,0.993067,17,57230,2.006981,57005,0,0
1490120712.000000,1,1,1,1,0,4,2,834,135,4.712465,55,122,1.212203,103,0,0
1490123145.000000,0,1,1,1,0,3,2,268,131,0.989884,14,57231,2.010219,57006,0,0
1490123388.000000,0,1,1,1,0,30,9,276,118,68.839444,18,591,1.014527,551,1,1.505081
1490123974.000000,1,1,1,1,0,21,12,207,131,3.810127,3,405,1.262458,397,0,0
1490124035.000000,0,1,1,1,0,149,0,0,1,0,0,57232,0,57007,0,0
1490124038.000000,0,1,1,1,0,1,1,1,101,0.047431,50,406,22.083455,398,0,0
1490124113.000000,1,1,1,1,0,2,1,708,134,0.732743,26,3,2.364735,3,1,15.075694
1490124488.000000,0,1,1,1,0,2,1,422,134,3.864468,7,1241,1.258768,1212,0,0
1490125660.000000,0,1,1,1,0,1,1,72,124,31.984919,1,592,1.031265,552,0,0
1490125716.000000,0,1,2,2,0.918296,33,15,1438.5,135,9.752216,209,1.5,1.062203,2,0,0
1490128343.000000,0,1,2,3,1.166696,110,2,1565,131,9.541227,134,57234,1.138606,57010,0,0
1490133432.000000,0,1,1,1,0,1,0,297,118,0.11625,19,593,9.602151,553,1,6.177326
1490135186.000000,0,1,9,21,3.699542,970,550,840.380952,134,78.053645,602,57246,1.020231,57031,1,6.847847
1490135409.000000,1,1,2,3,1.036522,104,11,240.666667,137,6.673372,92,57258,1.485898,57034,0,0
1490137412.000000,0,1,2,2,0.650022,588,0,24877.5,134,1.093947,424,57260.5,1.685591,57036,0,0
1490137884.000000,0,1,1,1,0,147,7,20372,101,7.821667,17,57262,1.12785,57037,1,14.916308
1490138184.000000,0,1,1,2,0.970951,3,2,218.5,134,22.559664,18,28.5,1.023905,29,0,0
1490140432.000000,0,1,2,8,1.736758,111,12,847.25,134,7.278932,156,303.5,1.090929,304,1,169.291019
1490141379.000000,0,1,1,4,0.647336,692,72,1658,138,147.572876,355,57264.5,1.043455,57041,1,548.868958
1490141926.000000,1,1,4,4,1.569084,29,10,1464,134,8.543802,230,80.5,1.07638,82,1,98.742338
1490143583.000000,0,1,1,4,1.45736,226,52,236.75,103,73.006455,45,221.5,1.005992,222,0,0
1490149427.000000,0,1,1,2,0.857148,30,2,576.5,127,6.081574,76,67.5,1.119633,68,0,0
1490156304.000000,1,1,10,16,3.463607,104,64,1432.0625,137,25.493854,948,540.5,1.016035,541,1,191.662627
1490156405.000000,0,1,1,1,0,8,4,20512,101,0.214363,18,57267,5.664975,57042,0,0
1490158214.000000,0,1,1,1,0,4,2,687,137,1.053993,11,57268,1.948773,57043,0,0
1490158458.000000,1,1,1,1,0,108,1,1069,134,14.337002,108,4,1.06975,0,0,0
1490158497.000000,0,1,1,1,0,1,1,174,131,20.121933,19,0,0,0,0,0
1490159015.000000,0,1,1,1,0,9,9,26851,134,0.250035,415,57269,4.999445,57044,0,0
1490160707.000000,0,2,2,3,1.267444,12,7,1268.333333,137,20.176273,245,17,1.032951,6,0,0
1490161564.000000,0,1,1,1,0,4,0,2615,135,1.406262,116,594,1.711105,554,0,0
1490165284.000000,0,1,1,1,0,5,1,274,101,43.148681,14,5,1.023176,5,0,0
1490165321.000000,1,1,1,1,0,1,0,460,131,12.201887,56,82,1.081955,81,0,0
1490165321.000000,1,1,1,1,0,1,0,461,131,0,57,83,0,82,0,0
1490165347.000000,0,1,1,1,0,3,5,1001,118,63.494236,11,21,1.015749,21,0,0
1490166113.000000,0,1,1,1,0,2,0,381,62,274.514988,17,11,1.003643,11,0,0
1490166178.000000,0,2,5,6,2.180037,16,16,160.333333,134,8.243879,439,13.5,1.040946,10,1,14.779039
1490167733.000000,0,1,1,1,0,1,3,447,56,292.458137,21,3,1.003419,3,0,0
1490167808.000000,1,1,1,2,0.991076,6,3,104,134,7.862708,12,0.5,0.531796,1,0,0
1490167965.000000,0,1,1,1,0,5,0,253,128,22.445926,1,1,1.044552,1,0,0
1490183380.000000,1,1,3,7,2.747795,58,11,744.142857,135,25.804866,95,1245,1.038026,1219,1,120.308252
1490190891.000000,0,1,1,1,0,158,0,0,1,0,0,57270,0,57045,0,0
1490196672.000000,1,1,2,6,1.797499,42,43,688.833333,134,11.59773,29,57273.5,1.038893,57051,0,0
1490198073.000000,1,2,2,2,0.94566,5,6,2059.5,137,4.022459,346,1563.5,2.218282,1515,0,0
1490198228.000000,0,1,1,1,0,18,4,2245,134,0.729653,116,2,2.370515,2,0,0
1490199989.000000,0,1,1,1,0,7,6,236,138,1.898646,8,2023,1.526691,1249,1,42.124086
1490200004.000000,0,1,1,1,0,2,2,614,114,99.644861,2,0,0,0,0,0
1490200033.000000,1,1,1,1,0,2,2,2990,134,11.738773,158,33,1.085188,33,0,0
1490200093.000000,1,1,2,2,0.822404,21,14,600.5,127,5.405833,24,1.5,1.138739,2,0,0
1490200134.000000,1,1,1,1,0,3,3,905,124,36.946238,24,4,1.027066,4,0,0
1490201143.000000,1,1,1,1,0,5,6,1264,134,0.051748,7,11,20.324536,11,0,0
1490201654.000000,1,1,1,1,0,1,4,567,124,42.615197,33,0,0,0,0,0
1490203308.000000,1,1,2,2,0.99403,32,1,316.5,131,59.17147,37,5670.5,1.009343,5459,1,269.236921
1490203440.000000,1,1,1,2,0.964079,18,0,488,135,0.232176,22,1249.5,4.230309,1221,1,120.076076
1490204016.000000,0,1,1,1,0,4,2,351,118,70.633414,9,0,0,0,1,14.150891
1490204905.000000,0,1,6,28,4.443812,2680,66,18.214286,137,1.274869,156,57290.5,1.050853,57079,1,19.186933
1490205284.000000,0,1,2,3,1.5,9,3,333,128,105.957936,67,2025,1.004326,1252,1,8.319282
1490208178.000000,0,1,1,7,2.425555,292,261,323.285714,103,94.746495,86,227,1.00355,229,0,0
1490208324.000000,1,1,1,1,0,1,2,1478,127,5.5011,25,57305,1.181782,57080,0,0
1490209030.000000,0,1,1,1,0,1,0,135,132,2.04919,2,57306,1.487998,57081,0,0
1490209083.000000,0,1,1,2,0.684038,8,3,173,120,72.366285,22,57307.5,1.008671,57083,0,0
1490212177.000000,0,1,1,1,0,23,23,738,134,0.179456,8,57309,6.572396,57084,0,0
1490212197.000000,1,1,1,1,0,10,5,562,127,4.970428,4,0,0,0,0,0
1490212790.000000,1,1,2,2,0.918296,1,5,1093.5,137,3.023038,168,364.5,1.545696,365,0,0
1490213157.000000,0,1,1,1,0,18,2,1072,128,2.010637,3,56,1.497355,56,0,0
1490213886.000000,1,1,1,1,0,1,0,161,137,0.103947,1,57310,10.62031,57085,0,0
1490214532.000000,0,1,1,1,0,5,3,2990,134,0.167813,159,6,6.959032,6,1,504.732488
1490215271.000000,1,1,1,1,0,4,3,1129,135,7.140741,193,270,1.140041,267,0,0
1490215972.000000,0,2,2,2,0.863121,56,0,1775.5,137,0.103582,246,2027.5,5.827085,695,0,0
1490216015.000000,0,1,1,1,0,1,1,1806,134,11.92375,14,57311,1.083866,57086,0,0
1490217881.000000,1,1,1,1,0,25,27,558,127,0.792292,23,201,2.262161,201,0,0
1490218091.000000,0,1,1,2,0.56651,12,3,2304.5,137,0.876939,131,57312.5,1.984259,57088,0,0
1490219147.000000,0,1,1,1,0,3,1,2124,137,0.72735,66,57314,2.374855,57089,1,816.952292
1490222668.000000,1,1,1,2,0.453716,42,0,887,119,61.461464,81,12.5,1.013316,13,1,2.929919
1490224982.000000,0,1,9,13,2.70336,390,0,495.615385,137,2.820913,657,413,1.46604,411,1,12.858079
1490225032.000000,1,1,1,2,0.9629,125,30,1758,131,5.023275,103,69.5,1.149305,70,0,0
1490226265.000000,0,1,1,1,0,12,4,202,121,36.901146,21,0,0,0,0,0
1490226905.000000,1,1,1,2,0.784992,34,13,294.5,134,1.967743,24,1675.5,1.381147,1658,0,0
1490226925.000000,0,1,1,1,0,19,2,507,118,69.164722,8,57315,1.014458,57090,1,107.996134
1490227217.000000,0,1,1,6,2.532007,326,0,11.666667,138,0.374456,3,2031.5,1.44509,1259,1,58.184988
1490227365.000000,0,1,1,1,0,2,0,269,137,6.170197,95,57,1.162069,57,1,83.711065
1490229869.000000,1,1,2,2,0.439497,16,17,943,134,65.643825,43,7.5,1.007839,8,0,0
1490230270.000000,1,1,1,1,0,26,0,1003,119,0.087986,39,14,12.36543,14,1,2.841933
1490230928.000000,1,1,1,1,0,17,3,720,137,0.812743,109,19,2.230401,3,0,0
1490230928.000000,1,1,1,1,0,17,8,765,140,-7.608877,115,21,0.868575,5,0,0
1490240071.000000,0,1,1,2,0.9629,30,125,1805.5,131,0.174063,105,595.5,5.308797,556,1,8.579664
1490240693.000000,0,1,1,1,0,183,65,375,126,36.340035,36,38,1.027518,38,0,0
1490241040.000000,0,1,5,7,2.155599,38,6,816.428571,138,3.401701,554,61,1.078028,64,0,0
1490244426.000000,1,1,1,1,0,1,1,1227,134,1.264352,15,57316,1.790919,57091,0,0
1490244976.000000,0,1,1,1,0,4,0,2619,135,0.965417,117,597,2.035822,557,0,0
1490251916.000000,0,1,1,1,0,76,23,493,126,0.129896,37,39,8.698476,39,0,0
1490253427.000000,1,1,1,1,0,1,1,298,118,1.388831,20,0,0,0,0,0
1490254363.000000,0,1,2,2,0.99403,12,10,648.5,126,25.718721,59,40.5,1.019446,41,0,0
1490255026.000000,1,1,1,1,0,4,2,751,126,0.007674,22,42,131.316742,42,0,0
1490278165.000000,1,1,1,1,0,12,12,282,128,23.721389,1,57317,1.042156,57092,0,0
1490286641.000000,1,1,1,1,0,1,1,220,128,6.902477,2,79,1.144876,79,0,0
1490287236.000000,1,1,5,11,2.637515,1370,51,1292.818182,140,8.878643,889,16,1.1882,19,1,0.148067
1490287644.000000,0,1,3,3,0.689109,75,44,184.666667,116,145.397577,34,57319,1.002886,57095,1,278.415891
1490288777.000000,0,1,1,1,0,2,2,1314,137,1.533252,53,273,1.652208,273,0,0
1490289020.000000,0,1,2,2,0.371232,28,0,25171.5,134,1.629705,427,57321.5,1.438347,57097,0,0
1490289031.000000,0,1,1,1,0,5,0,5029,137,1.536192,182,0,0,0,1,18.156539
1490293951.000000,0,1,2,2,0.276195,20,1,1622.5,127,12.038657,53,57323.5,1.07615,57099,0,0
1490293956.000000,0,1,1,2,0.857999,139,10,589.5,127,1.276644,79,202.5,1.494728,203,1,77.55625
1490296258.000000,1,1,1,1,0,1,1,107,114,104.628576,6,57325,1.009558,57100,0,0
1490296314.000000,0,1,1,1,0,2,1,567,137,1.137049,102,1050,1.87947,22,0,0
1490297318.000000,1,1,2,2,0.721928,29,16,1408.5,124,7.7761,84,57326.5,1.119405,57102,0,0
1490298607.000000,1,1,1,2,0.863121,3,4,305,131,8.369352,73,9.5,1.353986,10,0,0
1490298871.000000,0,1,1,1,0,0,8,751,99,139.880845,9,9,1.007149,9,0,0
1490299370.000000,0,1,1,1,0,3,1,109,138,0.675116,7,65,2.481227,65,0,0
1490300029.000000,1,1,3,8,2.707597,2242,77,1055,140,0.055525,429,25.5,4.658251,27,1,13.03963
1490301076.000000,0,4,62,142,5.54894,4448,643,792.669014,140,7.935528,5292,1518.5,1.006835,5,1,0.940995
1490301555.000000,0,1,1,1,0,4,2,710,127,0.087951,56,204,12.369917,204,0,0
1490302067.000000,0,1,1,1,0,0,53,26906,140,0.01147,418,57328,88.184662,57103,0,0
1490302240.000000,0,1,3,8,2.330644,153,3,1076,137,50.453275,432,246.5,1.009023,250,1,309.028889
1490302410.000000,0,1,2,2,0.997688,53,0,25185.5,140,0.079473,431,57329.5,7.371996,57105,0,0
1490302446.000000,0,1,1,2,1,3,5,1588.5,135,1.300521,129,57331.5,1.943927,57107,1,226.437153
1490302617.000000,0,1,1,2,0.618306,95,81,768.5,127,12.817274,23,13.5,1.193705,14,0,0
1490302790.000000,0,1,1,1,0,20,0,20516,101,1.694271,19,57333,1.590224,57108,0,0
1490303088.000000,0,1,2,2,0.997503,12,5,626,134,28.999589,58,57334.5,1.058577,57110,0,0
1490306918.000000,0,1,5,8,2.048937,151,0,332.875,132,37.481097,44,57339.5,1.007933,57118,1,4.974086
1490307636.000000,0,1,2,5,1.517642,134,197,391.4,140,15.49641,37,1053,1.045734,1019,1,168.822269
1490308186.000000,0,1,2,6,1.842063,134,483,1621.5,140,98.400139,501,57346.5,3.027015,57124,0,0
1490309047.000000,0,1,1,1,0,124,0,0,1,0,0,57350,0,57125,0,0
1490309214.000000,0,1,2,3,0.808534,725,0,484,117,73.515158,13,57352,1.017024,121,1,490.777373
1490309529.000000,1,1,2,3,1.070805,144,63,405.666667,137,7.201354,29,9,1.084861,10,1,90.817546
1490309571.000000,1,1,1,1,0,1,0,265,137,3.112338,17,1251,1.321302,1222,0,0
1490311619.000000,1,1,3,3,1.309273,58,49,843,140,12.006925,33,91,1.033115,92,0,0
1490312351.000000,0,1,1,2,0.992774,38,2,1369,137,6.036215,167,57354.5,1.318256,57127,0,0
1490312395.000000,0,1,1,1,0,15,14,216,131,2.180799,4,57356,1.458548,57128,0,0
1490313985.000000,0,1,2,2,0.721928,5,0,182,101,136.601568,47,553.5,1.005507,550,1,47.773229
1490314001.000000,1,1,1,1,0,2,2,127,118,71.045613,2,0,0,0,0,0
1490314380.000000,0,1,1,1,0,18,17,1093,138,0.848843,5,66,2.178075,66,1,272.926551
1490315702.000000,0,1,1,1,0,4,4,3595,140,0.169282,248,186,6.907288,186,0,0
1490315811.000000,0,1,21,26,4.309201,292,98,309.307692,140,56.705666,687,283.5,1.011879,293,0,0
1490323129.000000,0,1,1,2,0.619382,13,0,66.5,138,6.134803,6,2035.5,1.122253,1261,0,0
1490323652.000000,0,1,2,3,0.623085,537,393,895.666667,127,5.852654,229,206,1.058004,207,1,13.839005
